date,AdrActCnt,AssetEODCompletionTime,BlkCnt,BlkSizeByte,BlkSizeMeanByte,CapMVRVCur,CapMrktCurUSD,CapRealUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,NVTAdj,NVTAdj90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,SplyExpFut10yrCMBI,SplyFF,TxCnt,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,TxTfrValNtv,TxTfrValUSD,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2013-12-08,6990,1611240186,2486,1707027,686.65607401,,,0,0.4944182053298483,0.9101170203644188,,1,,4245.6959,,0.00006110006846970645,1240744202,36500,,1240744202,,6.75856011,,,,,,1240744202,142832860000,1240744202,4665,9314,183581144.8663938,,99231.98706314,,17905.62153003,,924246727.50604026,,,,
2013-12-09,10863,1611240186,1526,2759110,1808.06684142,,,0,2.376903574167748,0.8182732199443276,,1,,7641.85360106,,0.00018030684578970694,761942868,13886.799855,,761942868,,3.05632794,,,,,,2002687070,142848120000,2002687070,9339,18696,655259222.14336523,,129690.22282282,,27823.36316419,,2424688405.89551576,,,,
2013-12-10,12132,1611240187,1417,2971715,2097.18772054,,,0,3.361733388588552,0.5797513762349349,,1,,5478.65050542,,0.00023679865788141588,710930177,9562.495205,,710930177,,3.41312851,,,,,,2713617247,142862290000,2713617247,9450,18999,795052760.35048537,,129582.38783185,,20703.72897466,,2461935786.4173211,,,,
2013-12-11,43044,1611240187,1575,8431778,5353.50984127,,,0,5.0929805153333625,0.0988977986795167,,0.0001,,2863.19016957,,0.00039874815955118263,770966106,8075.646535,,770966106,,2.32270357,,,,,,3484583353,142878040000,3484583353,28951,56999,1500227319.37986281,,76269.77195587,,1752.57306918,,4347300731.71262629,,,,
2013-12-12,61432,1611240187,1460,13549784,9280.6739726,,,0,7.277435614588904,0.02166520830842023,,0.0001,,954.04911307,,0.0005281743984556864,698818257,6097.15929,,698818257,,3.12941679,,,,,,4183401610,142892650000,4183401610,44036,84256,1336799121.39883141,,64637.40539042,,833.6768943,,5446089228.57540698,,,,
2013-12-13,64759,1611240187,1590,14896480,9368.85534591,,,0,9.754230777924349,0.040522168979203334,,0.0001,,2052.73151398,,0.0007709678527803997,787422756,5781.924485,,787422756,,2.55321802,,,,,,4970824366,142908540000,4970824366,50657,99546,1946885983.01138893,,92225.53629713,,2162.01067721,,9180683236.23459045,,,,
2013-12-14,98292,1611240187,1555,24502291,15757.10032154,,,0,17.83852464871395,0.02144202396970101,,0.0001,,1724.45333574,,0.0013789084879780769,776751325,4932.762205,,776751325,,2.68678528,,,,,,5747575691,142924090000,5747575691,80424,159352,2139201720.83025625,,69981.14682193,,619.6235808,,11151635708.36833882,,,,
2013-12-15,157712,1611240187,1670,40722710,24384.85628743,,,0,36.86330359437083,3.0948651547339003,,0.0001,,399098.33602844,,0.003060249551062165,834560247,4627.897415,,834560247,,1.9177214,,,,,,6582135938,142940790000,6582135938,128955,253732,3432269123.91997574,,106827.89069792,,369.05944254,,27105654362.56388125,,,,
2013-12-16,127087,1611240188,1545,30370178,19657.07313916,,,0,81.5244964710672,41.08415822169882,,0.0001,,3890423.27864672,,0.006261274263039654,791014644,3915.834245,,791014644,,3.33711792,,,,,,7373150582,142956240000,7373150582,94694,184142,2209436635.22711602,,389861.31626034,,200,,71789842498.81205368,,,,
2013-12-17,131166,1611240188,1444,26736025,18515.25277008,,,0,107.79927095351933,0.0040473521736116005,,0.0001,,374.49340192,,0.007738007311266712,707277501,3194.834415,,707277501,,2.98305356,,,,,,8080428083,142970680000,8080428083,92528,183302,2708777405.60702777,,67876.47965869,,119.88971423,,12441894474.39720054,,,,
2013-12-18,134838,1611240188,1493,29189764,19551.08104488,,,0,135.9522466470607,0.05449120319961885,,0.0001,,5188.43440385,,0.010090026696505893,739786847,3061.40173,,739786847,,2.80978559,,,,,,8820214930,142985610000,8820214930,95216,189745,3139106046.34396709,,74798.61710881,,471.06001312,,14192663603.31112454,,,,
2013-12-19,248993,1611240188,1581,60808521,38462.0626186,,,0,215.99691078866698,0.024357690124538676,,0.0001,,4689.41557583,,0.016975615450339748,771582898,2936.131175,,771582898,,2.16716894,,,,,,9591797828,143001420000,9591797828,192523,391289,4425957584.52197087,,70647.58279704,,358.98597232,,27643622025.07209377,,,,
2013-12-20,255225,1611240188,1494,62215562,41643.61579652,,,0,332.2682615245734,0.007064661438895343,,0.0001,,1412.57905471,,0.02467661443541373,758765431,2675.69382,,758765431,,4.0475548,,,,,,10350563259,143016360000,10350563259,199950,514186,2557238572.57195555,,85827.32364555,,135.09900551,,44131208236.00992203,,,,
2013-12-21,226438,1611240188,1418,49588061,34970.42383639,,,0,349.595069608834,0.011006924293534007,,0.0001,,1842.71322368,,0.024642663613107987,726686334,2394.461685,,726686334,,4.33210121,,,,,,11077249593,143030540000,11077249593,167414,334202,2557015419.14321789,,119406.36796316,,1500,,39905846986.02514025,,,,
2013-12-22,210197,1611240189,1393,45628001,32755.20531228,,,0,327.9807277748661,0.008480596471003465,,0.0001,,1341.83389603,,0.022711486502537976,700004797,2169.450865,,700004797,,4.54505395,,,,,,11777254390,143044470000,11777254390,158224,315916,2591224335.66570641,,120305.70277466,,1921.26375578,,38006496397.758561,,,,
2013-12-23,197803,1611240189,1480,41837129,28268.33040541,,,0,321.1956551541698,0.008283877266712397,,0.0001,,1234.36398376,,0.02363074947993739,734348244,2142.30837,,734348244,,4.83055566,,,,,,12511602634,143059270000,12511602634,149008,305347,2590095944.82408692,,133311.18427016,,1859.29608471,,40706170183.33905188,,,,
2013-12-24,176977,1611240189,1458,38892970,26675.56241427,,,0,398.55551727593394,0.008619097171918302,,0.0001,,1089.82450371,,0.028886336645745924,727433683,2005.53338,,727433683,,3.72385267,,,,,,13239036317,143073850000,13239036317,126443,249049,3555198739.13646749,,130282.15046781,,2996.27991892,,32446639291.85652466,,,,
2013-12-25,244147,1611240189,1470,39518980,26883.65986395,,,0,441.60232973219877,0.006525782937541384,,0.0001,,855.74549395,,0.032269691193688506,730638124,1909.013145,,730638124,,4.63634781,,,,,,13969674441,143088550000,13969674441,131133,325089,3013077318.2887097,,110718.62748211,,1131.537,,35993407889.53109411,,,,
2013-12-26,286503,1611240189,1429,68392091,47860.1056683,,,0,431.82557561799524,0.11763908588812266,,0.0001,,14802.29089914,,0.030675150923828064,713324497,1771.518375,,713324497,,6.25581631,,,,,,14697192103.98709201,143102850000,14697192103.98709201,125828,1222909,2349364394.15566721,,26235.33591471,,1E-8,,32083428408.12058393,,,,
2013-12-27,173620,1611240189,1373,37771678,27510.32629279,,,0,426.6488248755471,0.35389624870345054,,0.0001,,47260.01284438,,0.02911972101113266,683197526,1622.829055,,683197526,,6.09188052,,,,,,15366196464,143116570000,15366196464,133542,265389,2522406078.25648917,,119462.24535989,,2000,,31703965833.81576009,,,,
2013-12-28,149526,1611240189,1444,31799281,22021.66274238,,,0,437.55236311558906,0.33993365913557555,,0.0001,,38676.29200181,,0.031408221548273094,718112583,1629.60747,,718112583,,6.48105722,,,,,,16084309047,143131010000,16084309047,113776,225773,2481741557.64559469,,135539.32167106,,4497.33146308,,30601119271.64040123,,,,
2013-12-29,160057,1611240190,1423,33037206,23216.5888967,,,0,385.1654562868416,0.3196208884376347,,0.0001,,37271.63104249,,0.02724572376738639,717340085,1558.35363,,717340085,,6.21055844,,,,,,16801649132,143145240000,16801649132,116612,243359,2705336290.90895888,,118894.14567453,,2344.22203209,,28933960397.20794382,,,,
2013-12-30,157988,1611240190,1412,33722860,23883.04532578,,,0,364.3047876368854,0.47517431710335695,,0.0001,,58368.51241573,,0.025570881179761886,708484813,1476.84183,,708484813,,6.38249374,,,,,,17510133945,143159360000,17510133945,122836,243071,2743462768.25639358,,128460.56965879,,5201.7400029,,31225039127.53126333,,,,
2013-12-31,141755,1611240190,1422,30123830,21184.12798875,,,0,345.96067162944763,0.4915037976666819,,0.0001,,53396.48107472,,0.02445526913702149,703929399,1409.84316,,703929399,,5.82191311,,,,,,18224314571.49381228,143173590000,18224314571.49381228,108639,217206,3130296559.25949072,,136664.02047109,,5407.40045808,,29684245230.44356201,,,,
2014-01-01,142092,1611240190,1453,30408529,20928.09979353,,,0,357.2640607126626,0.5074486100058538,,0.01013265,,56073.07140566,,0.025804833619515112,743166326,1430.88249,,743166326,,6.13050485,,,,,,18957229670,143188110000,18957229670,110500,217461,3092278718.24136652,,147422.36352277,,5662.08700128,,32058614594.02430676,,,,
2014-01-02,145633,1611240190,1416,32327474,22830.13700565,,,0,360.2393909283924,0.6130658141087185,,1,,68795.79339604,,0.02535715771203774,691044881,1283.733105,,691044881,,5.37287704,,,,,,19648274551,143202270000,19648274551,112216,221173,3656937318.61573963,,136547.17362077,,5530.42532957,,30200548031.22553417,,,,
2014-01-03,144028,1611240190,1439,31682793,22017.22932592,,,0,330.8714487098593,0.5571799030879014,,1,,62019.13783282,,0.023668253147555007,699428419,1254.644795,,699428419,,4.01217669,,,,,,20347702970,143216660000,20347702970,111309,218025,5071487254.6466778,,154861.38999702,,6102.93570853,,33763654554.1002198,,,,
2014-01-04,146684,1611240191,1406,33116011,23553.35064011,,,0,298.3500951708744,0.5722628385868141,,1,,64029.34448381,,0.02085247552700758,678663575,1177.24983,,678663575,,5.05753236,,,,,,21041597701.41537846,143230730000,21041597701.41537846,111888,221356,4160447471.66139941,,147880.10292555,,6022.09891371,,32734148063.18730159,,,,
2014-01-05,121672,1611240191,1404,26818969,19101.82977208,,,0,279.24725998215933,0.6488738215775748,,1,,60034.45484618,,0.019489565048215987,707058677,1187.46326,,707058677,,5.55928506,,,,,,21733425222,143244760000,21733425222,92521,182523,3909392120.13819542,,172510.80990179,,10403.78622583,,31487190555.70361191,,,,
2014-01-06,120514,1611240191,1375,26852610,19529.17090909,,,0,269.96266855405213,0.6758558703164567,,1,,63194.5514422,,0.018452385935164867,704199226,1145.543375,,704199226,,7.20308924,,,,,,22437624448,143258510000,22437624448,93503,183567,3115000202.31706845,,153013.30376391,,10033.71682,,28088193132.03022508,,,,
2014-01-07,120383,1611240191,1429,26232959,18357.56403079,,,0,258.50999447600276,0.6660596097885672,,1,,62060.10414205,,0.01836350958259196,711509001,1121.85962,,711509001,,6.88279855,,,,,,23149133449,143272800000,23149133449,93175,183669,3363331539.89507683,,158905.22512552,,10122.03839091,,29185963793.57874906,,,,
2014-01-08,111999,1611240191,1391,24665550,17732.24299065,,,0,256.55162174935043,0.6185400523387542,,1,,53667.00910112,,0.017739771154890838,684762013,1048.6669,,684762013,,8.79652148,,,,,,23833895462,143286710000,23833895462,86764,172294,2709468227.49841304,,159827.50972082,,9375.70081279,,27537320959.83840852,,,,
2014-01-09,119043,1611240191,1515,28635723,18901.46732673,,,0,267.258567395939,0.7523015831646613,,1,,68836.34716115,,0.020127525600812216,743974639,1104.85865,,743974639,,7.4237454,,,,,,24577870101,143301860000,24577870101,91501,180829,3310710264.81481693,,184057.52132791,,10048.31363018,,33282937524.20450672,,,,
2014-01-10,124631,1611240192,1456,28482139,19561.90865385,,,0,326.2373581984492,0.7762680761851221,,1,,75218.04777811,,0.023612457289225126,703304146,1015.40372,,703304146,,8.43773255,,,,,,25281174247,143316420000,25281174247,96897,191186,2996204739.49281967,,154485.1673386,,8451.41710708,,29535401202.79730759,,,,
2014-01-11,127327,1611240192,1450,30035935,20714.43793103,,,0,406.81692985719906,0.7212757511345059,,1,,69939.94576026,,0.02932331994599426,710307257,997.48879,,710307257,,6.54316532,,,,,,25991481504,143330920000,25991481504,96967,191704,3972310072.24989528,,161756.75294545,,9054.80387712,,31009416566.65420342,,,,
2014-01-12,115599,1611240192,1343,25615290,19073.18689501,,,0,408.2773885937794,1.1679623142586997,,1,,104057.26646425,,0.02725696269192035,677405238,927.12117,,677405238,,10.15355697,,,,,,26668886741.99999999,143344350000,26668886741.99999999,89093,176963,2626556074.25425886,,187147.29108336,,10000,,33118146071.98510174,,,,
